osDDeltaAccelEngineTorqueOverLimitWhileNotOnCruiseControlMs-int_value,Engine Torque Over Limit,Vehicle Diagnostics,EcoDriving,1,0,600000,0,0,0,0
osDDeltaAcceleratorPedalTimeGreaterThan95PercentMs-int_value,Accelerator over 95%,Vehicle Diagnostics,EcoDriving,1,0,600000,0,0,0,0
osDDeltaAnticipationBrakeEvents-int_value,Anticipation Braking,Vehicle Diagnostics,EcoDriving,1,0,600000,0,0,0,0
osDDeltaBrakeEvents-int_value,Brake Events,Vehicle Diagnostics,EcoDriving,1,0,600000,0,0,0,0
osDDeltaCoastingTimeMs-int_value,Coasting Time,Vehicle Diagnostics,EcoDriving,1,0,600000,0,0,0,0
osDDeltaCoastingTimeTorqueBasedWhileNotOnCruiseControlMs-int_value,Coasting Time,Vehicle Diagnostics,EcoDriving,1,0,600000,0,0,0,0
osDDeltaCoastingTimeWhileNotOnCruiseControlMs-int_value,Coasting Time,Vehicle Diagnostics,EcoDriving,1,0,600000,0,0,0,0
osDDeltaCruiseControlMs-int_value,Cruise Control,Vehicle Diagnostics,EcoDriving,1,0,600000,0,0,0,0
osDDeltaEvChargingEnergyMicroWh-int_value,Charging Energy,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDDeltaEvDistanceDrivenOnElectricPowerMeters-int_value,Distance Driven on Electric,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDDeltaEvEnergyConsumedMicroWh-int_value,Consumed Energy,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDDeltaEvTotalEnergyRegeneratedWhileDrivingMicroWh-int_value,Regenerated Energy,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDDeltaFuelConsumed-int_value,Fuel Consumed - Liquid,Vehicle Diagnostics,Fuel,0,0,100000,0,0,0,0
osDDeltaGpsDistance-double_value,GPS Distance,Platform,General,0,0,0,0,0,0,0
osDDeltaRpmGreenBandMs-int_value,RPM Green Band,Vehicle Diagnostics,EcoDriving,1,0,600000,0,0,0,0
osDDerivedEngineSecondsFromIgnitionCycle-int_value,Engine Runtime,Vehicle Diagnostics,Compliance,0,0,0,0,0,0,0
osDDistanceServiceMeters-int_value,Service Distance,Vehicle Diagnostics,General,2,-160635000,160637500,0,0,0,0
osDDpfLampStatus-int_value,DPF Lamp Status,Vehicle Diagnostics,Maintenance Alerts,1,0,0,0,0,0,0
osDEcuHistoryTotalRunTimeSec-int_value,ECU History,Vehicle Diagnostics,General,2,0,0,0,0,0,0
osDEngineFault-int_value,Engine Faults,Vehicle Diagnostics,Core Maintenance,0,0,0,0,0,0,0
osDEngineFault-j1939_fault_count,Engine Faults,Vehicle Diagnostics,Core Maintenance,0,0,0,0,0,0,0
osDEngineFault-passenger_fault_count,Engine Faults,Vehicle Diagnostics,Core Maintenance,0,0,0,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.air_temp_milli_c,Air Temperature,Vehicle Diagnostics,General,1,-272984.375,1734953.125,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.barometer_pa,Barometric Pressure,Vehicle Diagnostics,General,2,0,254500,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.battery_milli_v,12V Battery Voltage,Vehicle Diagnostics,General,0,0,3276725,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.coolant_temp_milli_c,Engine Coolant Temperature,Vehicle Diagnostics,General,0,-39500,214500,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.engine_load_percent,Engine Load,Vehicle Diagnostics,General,1,0,127.25,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.engine_on_secs,Engine Runtime Since Ignition,Vehicle Diagnostics,General,2,0.5,65534.5,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.engine_rpm,Engine RPM,Vehicle Diagnostics,General,0,0,16383.625,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.fuel_economy_meters_per_k_g,Fuel Economy,Vehicle Diagnostics,General,2,0,125497.0703125,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.fuel_level_percent,Fuel Level,Vehicle Diagnostics,Fuel,1,0.4,100,0,10,0,0
osDEngineGauge-proto_value.engine_gauge_event.fuel_temp_milli_c,Fuel Temperature,Vehicle Diagnostics,General,2,-39500,209500,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.mnfld_temp_milli_c,Manifold Temperature,Vehicle Diagnostics,General,2,-39500,214500,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.oil_pressure_k_pa,Oil Pressure,Vehicle Diagnostics,General,1,0,998,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.tire_pressure_back_left_k_pa,Tire Pressure - Back Left,Vehicle Diagnostics,General,1,0,0,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.tire_pressure_back_right_k_pa,Tire Pressure - Back Right,Vehicle Diagnostics,General,1,0,0,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.tire_pressure_front_left_k_pa,Tire Pressure - Front Left,Vehicle Diagnostics,General,1,0,0,0,0,0,0
osDEngineGauge-proto_value.engine_gauge_event.tire_pressure_front_right_k_pa,Tire Pressure - Front Right,Vehicle Diagnostics,General,1,0,0,0,0,0,0
osDEngineMilliknots-int_value,Vehicle Speed,Vehicle Diagnostics,General,0,0,137420,0,0,-20276,20276
osDEngineOilTempMicroC-int_value,Engine Oil Temperature,Vehicle Diagnostics,General,2,-272984375,1734953125,0,0,0,0
osDEngineSeconds-int_value,Engine Hours,Vehicle Diagnostics,Compliance,0,0,773094113010,0,20000,0,0
osDEngineState-int_value,Engine State,Vehicle Diagnostics,Compliance,1,0,2,0,0,0,0
osDEvAverageCellTemperatureMilliCelsius-int_value,Average Cell Temperature,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDEvChargerMilliAmp-int_value,Charger Current,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDEvChargerMilliVolt-int_value,Charger Voltage,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDEvChargingStatus-int_value,Charging Status,Vehicle Diagnostics,EV,0,0,3,0,0,0,0
osDEvChargingType-int_value,Charger Type,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDEvHighCapacityBatteryMilliAmp-int_value,High Capacity Battery Current,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDEvHighCapacityBatteryMilliVolt-int_value,High Capacity Battery Voltage,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDEvHighCapacityBatteryStateOfHealthMilliPercent-int_value,Battery State of Health,Vehicle Diagnostics,EV,0,0,105000,0,0,0,0
osDEvLastChargeAcWallEnergyConsumedWh-int_value,AC Wall Charger Energy Consumed,Vehicle Diagnostics,EV,0,0,0,0,0,0,0
osDEvUsableStateOfChargeMilliPercent-int_value,State of Charge,Vehicle Diagnostics,EV,0,0,100000,0,0,0,0
osDExhaustGasPressurePa-int_value,Exhaust Gas Pressure,Vehicle Diagnostics,General,2,-250000,251988.28125,0,0,0,0
osDFuelConsumedGaseous-int_value,Fuel Consumed - Gaseous,Vehicle Diagnostics,Fuel,0,0,0,0,0,0,0
osDFuelConsumptionRateMlPerHour-int_value,Fuel Consumption Rate,Vehicle Diagnostics,General,2,0,3875939970.4296002,0,0,0,0
osDFuelDeliveryPressureKPa-int_value,Fuel Delivery Pressure,Vehicle Diagnostics,General,2,0,998,0,0,0,0
osDFuelType-int_value,Type,Vehicle Diagnostics,Fuel,0,0,254.5,0,0,0,0
osDHubServerDeviceHeartbeat-proto_value.hub_server_device_heartbeat.connection.device_hello.build,Firmware Build,Platform,General,0,0,0,0,0,0,0
osDIntakeManifoldTemperatureMicroCelsius-int_value,Intake Manifold Temperature,Vehicle Diagnostics,General,2,-39500000,214500000,0,0,0,0
osDJ1939CVWGrossCombinationVehicleWeightKilograms-int_value,Vehicle Weight,Vehicle Diagnostics,EcoDriving,0,0,655300,0,0,0,0
osDJ1939ComponentId-int_value,J1939 Component ID,Vehicle Diagnostics,General,2,0,0,0,0,0,0
osDJ1939D1Status-int_value,Maintenance - Heavy Duty Faults (DM1),Vehicle Diagnostics,Core Maintenance,0,0,0,0,0,0,0
osDJ1939D2Status-int_value,Heavy Duty Faults (DM2),Vehicle Diagnostics,Core Maintenance,2,0,0,0,0,0,0
osDLifetimeFuelConsumed-int_value,Lifetime Consumption,Vehicle Diagnostics,Fuel,0,0,0,0,0,0,0
osDObdCableId-int_value,Diagnostic Cable,Vehicle Diagnostics,Property,0,0,0,0,0,0,0
osDObdComplianceStandard-int_value,OBD Compliance Standard,Vehicle Diagnostics,General,2,0,0,0,0,0,0
osDOdometer-int_value,Odometer,Vehicle Diagnostics,Compliance,0,1,691206266573.063,0,1000000,0,200
osDPassengerDtcs-int_value,Light Duty Faults,Vehicle Diagnostics,Faults,1,0,0,0,0,0,0
osDPhaseAACFreqMicroHertz-int_value,Phase ACC Frequency,Vehicle Diagnostics,General,2,0,501988281.25,0,0,0,0
osDPhaseAAmpsRms-int_value,Phase A RMS,Vehicle Diagnostics,General,2,0,64254.5,0,0,0,0
osDPhaseALLVolts-int_value,Phase ALL Voltage,Vehicle Diagnostics,General,2,0,64254.5,0,0,0,0
osDPhaseALNVolts-int_value,Phase ALN Voltage,Vehicle Diagnostics,General,2,0,64254.5,0,0,0,0
osDPhaseBAmpsRms-int_value,Phase B RMS,Vehicle Diagnostics,General,2,0,64254.5,0,0,0,0
osDPhaseBLLVolts-int_value,Phase BLL Voltage,Vehicle Diagnostics,General,2,0,64254.5,0,0,0,0
osDPhaseBLNVolts-int_value,Phase BLN Voltage,Vehicle Diagnostics,General,2,0,64254.5,0,0,0,0
osDPhaseCAmpsRms-int_value,Phase C RMS,Integrations,Refridgeration,2,0,64254.5,0,0,0,0
osDPhaseCLLVolts-int_value,Phase CLL Voltage,Vehicle Diagnostics,General,2,0,64254.5,0,0,0,0
osDPhaseCLNVolts-int_value,Phase CLN Voltage,Vehicle Diagnostics,General,2,0,64254.5,0,0,0,0
osDPowerFactorRatio-int_value,Power Factor Ratio,Vehicle Diagnostics,General,2,0,0,0,0,0,0
osDPowerTakeoff-int_value,Power Takeoff,Vehicle Diagnostics,General,1,0,1.5,0,0,0,0
osDReeferActiveZones-int_value,Active Zones,Integrations,Refridgeration,2,0,3,0,0,0,0
osDReeferAlarms-int_value,Alarms,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferAmbientAirTempMilliC-int_value,Ambient Air Temperature,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferAttachedController-int_value,Controller Type,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferAttachedController-proto_value.reefer_attached_controller.thermo_king_ibox_attached_controller,Thermoking IBOX Attached Controller,Integrations,Refridgeration,2,0,24,0,0,0,0
osDReeferBattVoltageMilliV-int_value,Battery Voltage,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferCommandMetadata-proto_value.reefer_command_metadata.reefer_command_type,Metadata,Integrations,Debug,2,0,12,0,0,0,0
osDReeferDispRetAirTempMilliC-int_value,Display Air Temperature,Integrations,Refridgeration,2,-38000,70000,0,0,0,0
osDReeferDoorOpen-int_value,Door Open,Integrations,Refridgeration,2,0,1,0,0,0,0
osDReeferDoorOpenZone1-int_value,Door Open Zone 1,Integrations,Refridgeration,2,0,1,0,0,0,0
osDReeferDoorOpenZone2-int_value,Door Open Zone 2,Integrations,Refridgeration,2,0,1,0,0,0,0
osDReeferDoorOpenZone3-int_value,Door Open Zone 3,Integrations,Refridgeration,2,0,1,0,0,0,0
osDReeferElectricHours-int_value,Electric Hours,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferEngineHours-int_value,Engine Hours,Integrations,Refridgeration,2,0,99999,0,0,0,0
osDReeferEngineHoursZone2-int_value,Engine Hours Zone 2,Integrations,Refridgeration,2,0,99999,0,0,0,0
osDReeferFuelLevelPercent-int_value,Fuel Level Percent,Integrations,Refridgeration,2,0,100,0,0,0,0
osDReeferHeartbeat-int_value,Heartbeat,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferOnHours-int_value,On Hours,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferPowerStatus-int_value,Power Status,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferPretripStatus-int_value,Pretrip Status,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferPretripStatus-proto_value.reefer_pretrip_status.carrier.overall_status,Carrier Status,Integrations,Refridgeration,2,0,6,0,0,0,0
osDReeferReturnAirTempMilliCZone2-int_value,Air Temperature Zone 2,Integrations,Refridgeration,2,-38000,70000,0,0,0,0
osDReeferReturnAirTempMilliCZone3-int_value,Air Temperature Zone 3,Integrations,Refridgeration,2,-38000,70000,0,0,0,0
osDReeferRoadHoursZone1-int_value,Road Engine Hours Zone 1,Integrations,Refridgeration,2,0,99999,0,0,0,0
osDReeferRoadHoursZone2-int_value,Road Engine Hours Zone 2,Integrations,Refridgeration,2,0,99999,0,0,0,0
osDReeferRunMode-int_value,Reefer Run Mode,Vehicle Diagnostics,General,2,0,0,0,0,0,0
osDReeferState-int_value,State,Integrations,Refridgeration,2,0,3,0,0,0,0
osDReeferStateZone1-int_value,State Zone 1,Integrations,Refridgeration,2,0,3,0,0,0,0
osDReeferStateZone2-int_value,State Zone 2,Integrations,Refridgeration,2,0,3,0,0,0,0
osDReeferStateZone3-int_value,State Zone 3,Integrations,Refridgeration,2,0,3,0,0,0,0
osDReeferSupplyAirTempMilliC-int_value,Supplied Air Temperature,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferSupplyAirTempMilliCZone2-int_value,Supplied Air Temperature Zone 2,Integrations,Refridgeration,2,0,0,0,0,0,0
osDReeferSupplyAirTempMilliCZone3-int_value,Air Temperature Zone 3,Integrations,Refridgeration,2,0,0,0,0,0,0
osDSaltSpreaderActualSpreadRateDryMilligramsPerMeter-int_value,Actual Dry Material Spread,Integrations,Material Spreaders,2,0,282000,0,0,0,0
osDSaltSpreaderActualSpreadRatePrewetMillilitersPerMeter-int_value,Actual Prewet Material Spread,Integrations,Material Spreaders,2,0,282000,0,0,0,0
osDSaltSpreaderActualSpreadRateWetMillilitersPerMeter-int_value,Actual Wet Spread Rate,Integrations,Material Spreaders,2,0,282000,0,0,0,0
osDSaltSpreaderAirTempMilliC-int_value,Air Temperature,Integrations,Material Spreaders,2,-40000,40000,0,0,0,0
osDSaltSpreaderGroundSpeedMilliknots-int_value,Ground Speed,Integrations,Material Spreaders,2,0,69518,0,0,0,0
osDSaltSpreaderGroundTempMilliC-int_value,Ground Temperature,Integrations,Material Spreaders,1,-40000,40000,0,0,0,0
osDSaltSpreaderMajorEvent-int_value,Major Event,Integrations,Material Spreaders,2,0,1,0,0,0,0
osDSaltSpreaderQuantitySpreadDryMilligrams-int_value,Dry Material Spread,Integrations,Material Spreaders,2,0,999999999999,0,999999999999,0,0
osDSaltSpreaderQuantitySpreadPrewetMilliliters-int_value,Prewet Material Spread,Integrations,Material Spreaders,2,0,999999999999,0,999999999999,0,0
osDSaltSpreaderQuantitySpreadWetMilliliters-int_value,Wet Material Spread,Integrations,Material Spreaders,2,0,999999999999,0,999999999999,0,0
osDSaltSpreaderSpreadRateDryMilligramsPerMeter-int_value,Dry Material Spread,Integrations,Material Spreaders,2,0,282000,0,0,0,0
osDSaltSpreaderSpreadRatePrewetLitersPerTonne-int_value,Prewet Material Spread,Integrations,Material Spreaders,1,0,282000,0,0,0,0
osDSaltSpreaderSpreadRatePrewetMillilitersPerMeter-int_value,Prewet Material Spread,Integrations,Material Spreaders,2,0,282000,0,0,0,0
osDSaltSpreaderSpreadRateWetMillilitersPerMeter-int_value,Wet Spread Rate,Integrations,Material Spreaders,1,0,282000,0,0,0,0
osDSaltSpreaderState-int_value,Spreading State,Integrations,Material Spreaders,2,0,2,0,0,0,0
osDSaltSpreaderType-int_value,Material Spreader Type,Integrations,Material Spreaders,1,0,0,0,0,0,0
osDSeatbeltDriver-int_value,Seatbelt Driver,Vehicle Diagnostics,Safety,1,0,2,0,0,0,0
osDSetPointTempMilliC-int_value,Set Point Temperature,Integrations,Refridgeration,2,-30000,30000,0,0,0,0
osDSetPointTempMilliCZone2-int_value,Set Point Temperature Zone 2,Integrations,Refridgeration,2,-30000,30000,0,0,0,0
osDSetPointTempMilliCZone3-int_value,Set Point Temperature Zone 3,Integrations,Refridgeration,2,-30000,30000,0,0,0,0
osDSmogCheckResults-int_value,Smog Check Results,Vehicle Diagnostics,General,2,0,0,0,0,0,0
osDTachographDownloadError-int_value,Download Error,Vehicle Diagnostics,EU Compliance,1,0,0,0,0,0,0
osDTachographDriverInfo-int_value,Driver Info,Vehicle Diagnostics,EU Compliance,2,0,0,0,0,0,0
osDTachographDriverState-int_value,Driver State,Vehicle Diagnostics,EU Compliance,2,0,0,0,0,0,0
osDTachographVUDownload-int_value,VU Download,Vehicle Diagnostics,EU Compliance,1,0,0,0,0,0,0
osDTellTaleStatus-int_value,Tell Tale Status,Vehicle Diagnostics,Faults,2,0,0,0,0,0,0
osDTorquePercent-int_value,Torque Percent,Vehicle Diagnostics,General,2,-125.5,125.5,0,0,0,0
osDTotalApparentPowerVoltAmpere-int_value,Total Apparent Power,Vehicle Diagnostics,General,2,-2000000000,2211081214.5,0,0,0,0
osDTotalPowerkW-int_value,Total Power,Vehicle Diagnostics,General,2,0,32127.25,0,0,0,0
osDTotalReactivePowerVoltAmpereReactive-int_value,Total Reactive Power,Vehicle Diagnostics,General,2,-2000000000,2211081214.5,0,0,0,0
osDTotalRealPowerWatt-int_value,Total Real Power,Vehicle Diagnostics,General,2,-2000000000,2211081214.5,0,0,0,0
osDTotalkWHExported-int_value,Total KWH Exported,Vehicle Diagnostics,General,2,0,4211081214.5,0,0,0,0
osDVehicleCurrentGear-int_value,Current Gear Selected,Vehicle Diagnostics,General,2,-125,126.5,0,0,0,0
osDVin-proto_value.vin_event.vin,VIN,Vehicle Diagnostics,Compliance,0,0,0,0,0,0,0
