-2626180479077494202,NISSAN,VERSA MX,2013,,1,1,,1,[MX] MY extension - investigation required,True,Daniel Ribbers
3605579964966262240,NISSAN,VERSA MX,2014,,1,1,,1,[MX] MY extension - investigation required,True,Daniel Ribbers
2526768909740355281,NISSAN,VERSA MX,2018,,1,1,,44,[MX] MY extension - investigation required,True,Daniel Ribbers
-7548782275954746092,NISSAN,VERSA MX,2019,,1,1,,44,[MX] MY extension - investigation required,True,Daniel Ribbers
5156849270846582725,OPEL,MOVANO,2017,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
-6316087660890116420,OPEL,MOVANO,2021,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
-1814410190629174955,PEUGEOT,BOXER,2025,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
-1814410190629174955,PEUGEOT,BOXER,2025,,0,0,,5,Update VIN decoding,False,Daniel Ribbers
-6124064854408881634,PEUGEOT,EXPERT,2025,,0,0,,5,Update VIN decoding,False,Daniel Ribbers
3664356557673798935,RAM,2500,2024,,1,1,,6,MY extension - investigation required,True,Daniel Ribbers
-1904104130629503534,RAM,PROMASTER CITY,2020,,1,1,,1,No GAP - Supports 0x01A6,False,Daniel Ribbers
-7149179473690695634,RAM,PROMASTER CITY,2021,,1,1,,1,No GAP - Supports 0x01A6 Odometer,False,Daniel Ribbers
-679023795772522181,RENAULT,MASTER,2013,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
3958165271599871140,RENAULT,TRAFIC,2023,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
-8219724042013632337,RENAULT,TRAFIC,2024,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
7564488548915232415,SEAT,IBIZA,2018,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
-593608736629060674,SKODA,OCTAVIA,2015,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
-1509959520670006887,VOLKSWAGEN,CADDY,2022,,0,0,,2,Update VIN decoding,False,Daniel Ribbers
-8459170255907691855,VOLKSWAGEN,CADDY,2021,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
-1509959520670006887,VOLKSWAGEN,CADDY,2022,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
7118579649516581517,VOLKSWAGEN,CRAFTER,2018,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
-6453171660989684034,VOLKSWAGEN,CRAFTER,2019,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
-6712564395996500145,VOLKSWAGEN,CRAFTER,2023,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
5470261800610136198,VOLKSWAGEN,CRAFTER,2024,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
6191907269030601229,VOLKSWAGEN,PASSAT,2016,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
309075387717496461,VOLKSWAGEN,TRANSPORTER,2009,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
-4930215349302560662,VOLKSWAGEN,TRANSPORTER,2021,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
166582771203560620,VOLKSWAGEN,TRANSPORTER,2022,,0,0,,1,Update VIN decoding,False,Daniel Ribbers
309075387717496461,VOLKSWAGEN,TRANSPORTER,2009,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
166582771203560620,VOLKSWAGEN,TRANSPORTER,2022,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
-5007118830300088264,VOLKSWAGEN,TRANSPORTER,2023,,0,0,,44,Update VIN decoding,False,Daniel Ribbers
