632302,CANKO,Keewaytinook Okimakanak,Canada,
83702,"IRQK5, IRQKK",Korek Telecom,Iraq,418 40
12626,"NL0PT, NLDK6, NLDK7, NLDPT, NLDTM, NLDXX",KPN,Netherlands,"204 08, 204 06, 204 12"
18541,"KWTK9, KWTKT",KTC Viva (Kuwait Telecom Company),Kuwait,419 04
18017,"ARM05, ARMK7",K Telecom,Armenia,283 05
18601,"KORK8, KORKF, KORKT",KTF (Freetel),Korea (South),450 08
11494,UKRKS,Kyvistar,Ukraine,255 03
137601,"BDIK8, BDIL1",Lacell Su,Burundi,642 07
15175,"LV0LM, LVALM",Latvian Mobile Telephone (LMT),Latvia,247 01
151601,"KORK9, KORLU",LG+,Korea (South),450 06
163601,BENLI,Libercom,Benin,616 01
82802,"GAB01, GABK8, GABK9, GABTL",Libertis,Gabon,"628 02, 628 01"
564302,IRLIE,Liberty Global,Ireland,272 15
570502,"HUNUM, HUNUP",Liberty Global Hungary,Hungary,216 71
190802,"LBYK9, LBYLM",Libyana Mobile Phone,Libya,606 00
17857,"UKRAS, UKRK9",life:) (Astelit),Ukraine,255 06
166301,GBRLI,Limitless,United Kingdom,234 53
1368,"AAZLM, USACW, USAJ9, USALS, USALT, USALW",Limitless (PCM - Immix),United States,"310 069, 310 690, 310 340, 311 600, 312 180, 901 66"
92702,"LBRLC, LBRN1",Lonestar Cell,Liberia,618 01
12197,USASX,Long Lines,United States,311 090
18419,INDB1,Loop Mobile,India,404 21
201802,"LAOK8, LAOTC",LTC,Laos,457 01
174301,BELLM,Lycamobile,Belgium,206 06
645702,CANLM,Lynx,Canada,302 560
17977,"GEOK9, GEOMA",Magticom,Georgia,282 02
14406,"H00H2, HUNH2",Magyar Telekom (T-Mobile),Hungary,216 30
123601,"MUSMT, MUSN1",Mahangar Telephone,Mauritius,617 03
103702,USAMP,Maine PCS,United States,311 720
84502,"MLI01, MLIK9",Malitel,Mali,610 01
17737,"AAZZZ, GB0MT, GBRK2, GBRMT",Manx Telecom,Isle of Man,"234 58, 901 52"
18175,"SHIPS, USARB",Manx Telecom USA,United States,"310 720, 310 090, 310 055"
18755,"MARK9, MARM1, MORM1",Maroc Telecom (IAM),Morocco,604 01
19065,"BWAGA, BWAK9",Mascom Botswana,Botswana,652 01
92902,"MRTK9, MRTMT",Mattel,Mauritania,609 01
92802,"MRTK8, MRTMM",Mauritel Mobiles,Mauritania,609 10
845902,BGRMT,Max,Bulgaria,284 13
18647,"MYSBC, MYSK6, MYSSD",Maxis,Malaysia,502 12
169802,USAQ1,MBO Wireless (Cross Wireless),United States,311 140
17905,"P00TM, PRTEP, PRTK9, PRTTM",Meo (TMN),Portugal,"268 80, 268 06"
11491,"IRLK7, IRLME",Meteor,Ireland,272 03
135902,"KHMK5, KHMVC, KHMVT",Metfone (Viettel),Cambodia,"452 06, 456 08"
86102,"TZAK8, TZAMB",MIC (Tigo - Mobitel),Tanzania,640 02
100001,"USAGT, USAMT",Mid-Texas Cellular,United States,311 000
794501,"USABB, USABL, USAMH",Midwest Network Solutions,United States,"311 070, 311 700, 312 570, 312 810, 313 070"
93002,"TCDK9, TCDML",Millicom Tchad (MIC),Chad,622 03
159702,"USACV, USAM5, USAUL",Missouri RSA,United States,"311 010, 311 020, 312 220"
18583,"MNGK9, MNGMC",MobiCom,Mongolia,428 99
99002,"VNMK7, VNMMO",Mobifone,Vietnam,452 01
14251,"NORK9, NORNN, NORT2",Mobile Norway (Network),Norway,"242 04, 242 05"
18719,"SGPK9, SGPM1",MobileOne,Singapore,525 03
12629,"RUS01, RUSK7",Mobile TeleSystems,Russian Federation,250 01
17859,"BLR02, BLRK9",Mobile TeleSystems Belarus,Belarus,257 02
12067,CANDW,Mobilicity,Canada,302 320
18751,DZAA1,Mobilis,Algeria,603 01
18547,"SAUET, SAULB",Mobily,Saudi Arabia,"420 06, 420 060, 420 03"
18747,"EGYAR, EGYK9",Mobinil,Egypt,602 01
1440,"MLTGO, MLTK9",MobIsle (Go Mobile),Malta,278 21
18621,"KHMGM, KHMK2",Mobitel Cambodia (CamGSM),Cambodia,456 01
18467,"LKA71, LKAK9",Mobitel Sri Lanka,Sri Lanka,413 01
17895,"MDAK9, MDAMC",Moldcell,Moldavia,259 02
605002,"MDAK8, MDAUN",Moldtelecom,Moldavia,259 05
17617,"AAMK7, AAMOM, MCOK8, MCOK9, MCOM1, MCOM2, MCOM3",Monaco Telecom,Monaco,"212 01, 212 10, 212 02, 901 27"
375702,AGOMV,Movicel,Angola,631 04
141802,VENMV,Movilnet,Venezuela,734 06
19103,"ARG01, ARGTM",Movistar Argentina,Argentina,"722 07, 722 010"
19137,"CHLB2, CHLK5, CHLK6, CHLTM",Movistar Chile,Chile,"730 07, 730 02"
16768,CRITC,Movistar Costa Rica,Costa Rica,712 04
19085,PANMS,Movistar Panama,Panama,"714 020, 714 02"
2,"MEXK6, MEXMS, USAFI",Movistar (Pegaso),Mexico,"334 03, 334 030"
19095,PERMO,Movistar Peru,Peru,716 06
79802,,Movistar (Telefonica Móviles Guatemala),Guatemala,704 30
19157,URYTM,Movistar Uruguay,Uruguay,748 07
556302,"MOZK9, MOZVG, MOZVT",Movitel,Mozambique,643 03
399702,"MMRFT, MMRK5, MMRPT",MPT Myanmar Post and Telecom,Myanmar,414 01
19059,"NAM01, NAMK8",MTC,Namibia,649 01
18473,"LBNK9, LBNLC",MTC-Touch (MIC 2),Lebanon,415 03
17623,"BIHK9, BIHMS",m:tel,Bosnia and Herzegovina,218 05
18135,"MNEK8, MNEMT",m:tel Montenegro,Montenegro,297 03
18797,NGA40,M-tel (Nigerian Mobile Telecom),Nigeria,621 40
90202,"GINAG, GINK8",MTN Areeba Guinea (Spacetel),Guinea,611 04
18495,SYRSP,MTN Areeba Syria (Spacetel),Syria,417 02
18801,CMRMT,MTN Cameroon,Cameroon,624 01
93702,"COGLB, COGN1",MTN Congo (Libertis Telecom),Congo,629 10
18779,"CIVN1, CIVTL",MTN Côte d’Ivoire,Ivory Coast,612 05
196302,"IRNAP, IRNMI",MTN Irancell,Iran,"432 02, 432 35"
83002,"INDDL, INDKS, INDMB",MTNL Dolphin,India,"404 69, 404 68"
12831,"NGACA, NGAK8, NGAMN",MTN Nigeria,Nigeria,621 30
18935,RWAMN,MTN Rwanda,Rwanda,635 10
19071,"ZA0MN, ZAFMM, ZAFMN",MTN South Africa,South Africa,"655 12, 655 10, 655 122"
305802,SSDMN,MTN South Sudan,Sudan,659 02
93802,"SDNBT, SDNN1",MTN Sudan,Sudan,634 02
86402,"UGAMN, UGAN1",MTN Uganda,Uganda,641 10
190902,"ZMB02, ZMBN1",MTN Zambia,Zambia,645 02
510302,"MTX01, MTX02",MTX,Luxembourg,"270 02, 901 39"
127601,"HTIHT, HTIK9, HTIVT",Natcom,Haiti,372 03
199802,SOMNL,Nation Link,Somalia,637 60
16772,RUS03,NCC (Nizhegorodskaya Cellular Communications),Russian Federation,250 03
96002,NPLM2,Ncell (Spice),Nepal,429 02
18585,NPLNM,Nepal Doorsanchar Company (Telecom),Nepal,429 01
165802,USANP,NEP Wireless,United States,310 290
184501,USA55,NetGenuity,United States,312 630
19057,ZWEN1,Net One,Zimbabwe,648 01
154102,"USA1L, USACL, USAK2, USAK3, USANW",NewCore Wireless,United States,"310 460, 311 530, 312 260"
151801,,New Dimension,United States,"311 680, 311 380"
192601,USA6G,Nex-Tech Wireless,United States,312 420
81702,ARGNC,Nextel Argentina,Argentina,722 02
19105,"BRAKA, BRAN3, BRANC",Nextel Brazil,Brazil,"724 39, 724 00"
93902,PHLNC,Nextel Philippines,Philippines,515 88
189702,NFKNT,Norfolk Telecom,Norfolk Island,505 10
329702,"USANF, USANZ",Northeast Wireless,United States,"311 710, 312 920"
94002,"ISLK9, ISLNO",Nova,Iceland,274 11
131901,RUSNO,Novgorod Telecom ,Russian Federation,250 19
6249102,USAC2,Nsight Spectrum,United States,"310 620, 311 840"
163901,MHLMI,NTA (National Telecom Authority),Marshall Islands,551 01
16774,RUS16,NTC (New Telephone Company),Russian Federation,250 16
18595,JPNDO,NTT Docomo,Japan,440 10
85302,"PRYK9, PRYNP",Núcleo (Personal),Paraguay,744 05
82102,BOLNT,NuevaTel (Viva),Bolivia,736 01
137702,"KGZK8, KGZNT",NUR Telecom,Kyrgyzstan,"437 10, 437 09"
949,"DK0TD, DNKTD, NORTD, SWETD",Nuuday (TDC),Denmark,"238 01, 240 14, 242 08"
1400,IRLLT,O2 Ireland,Ireland,
135,"GB0CN, GBRCN, GBRCO",O2 UK (Telefonica),United Kingdom,"234 02, 234 10"
177902,"CANCL, JAMCL",Oceanic Digital (Claro),Jamaica,338 070
14043,"BRAK0, BRATM",Oi,Brazil,724 31
1366,"RUSK5, RUSNW",OJSC MegaFon Russia,Russian Federation,250 02
84902,OMNNT,Omani Qatari (Ooredoo),Oman,422 03
18551,"OMNGT, OMNK9",Oman Mobile,Oman,422 02
629602,"FRAOT, FRAVM",Omea,France,208 23
81802,"BFAK8, BFAON",Onatel (Telmob),Burkina Faso,613 01
82702,"FRAK6, FRATK",Onati (Vini),French Southern Territories,547 20
12195,"MKDCC, MKDK7",One (Cosmofon),Macedonia,294 02
552302,"MMRK9, MMROM",Ooredoo,Myanmar,414 05
121601,"PSEFT, PSEK9, PSEWM",Ooredoo Palestine (Wataniya),Palestinian Territory,425 06
181702,"NCLK5, NCLPT",OPT,New Caledonia,546 01
9849302,"USAFU, USAOP",OptimERA Inc.,United States,313 380
18749,DZAOT, Optimum Telecom Algeria Spa (Orascom/Djezzy),Algeria,603 02
11451,"P00OP, PRTK8, PRTOP",Optimus (Sonaecom),Portugal,268 03
18653,AUSOP,Optus,Australia,505 02
17897,POL03,Orange,Poland,"260 34, 260 03"
197702,"ARM10, ARMK5, ARMOR",Orange Armenia (UCOM),Armenia,283 10
107,A00CA,Orange Austria (One),Austria,
94302,"GNB03, GNBK9",Orange Bissau,Guinea Bissau,632 03
82202,BWAVC,Orange Botswana,Botswana,652 02
18781,"BFACT, BFAK7",Orange Burkina Faso,Burkina Faso,613 02
18803,CMR02,Orange Cameroon,Cameroon,624 02
18259,"GLP01, GLP02",Orange Caraïbes,Guadeloupe,340 01
18789,LBR07,Orange (Cellcom),Liberia,618 07
198002,"CAF03, CAFK9",Orange Centrafrique,Central African Republic,623 03
18777,CIV03,Orange Côte d’Ivoire,Ivory Coast,612 03
94202,GNQ01,Orange Equatorial Guinea,Equatorial Guinea,627 01
12109,"AAZOR, F00F1, FRAF1",Orange France,France,"208 02, 208 01, 901 31"
94402,"GINGS, GINK9",Orange Guinee,Guinea,611 01
83902,JORMC,Orange Jordan,Jordan,416 77
17907,LUXVM,Orange Luxembourg,Luxembourg,270 99
94602,"MDGAN, MDGK8",Orange Madagascar,Madagascar,646 02
18763,"MLI02, MLIK8",Orange (Mali),Mali,610 02
18753,MARMT,Orange Maroc (Médi Telecom),Morocco,604 00
17537,BELMO,Orange (Mobistar),Belgium,206 10
191102,NEROR,Orange Niger,Niger,614 04
14486,"ISR01, ISRK8",Orange (Partner),Israel,"425 28, 425 01"
94702,"REU02, REUK9",Orange Réunion (Orange Mayotte),Reunion,647 00
17663,"ROMK5, ROMMR",Orange Romania,Romania,226 10
17695,SVKGT,Orange Slovakia,Slovak Republic,231 01
85602,"SENAZ, SENK9",Orange (Sonatel - Alize),Senegal,608 01
191002,"TUNK5, TUNOR",Orange Tunisia,Tunisia,605 01
94802,"UGAK5, UGAOR",Orange Uganda,Uganda,641 14
17863,MDAVX,Orange (Voxtel),Moldavia,259 01
18791,"SLECT, SLEK8",Orange (Zain Celtel  Airtel),Sierra Leone,619 01
19151,ECUOT,Otecel Sociedad Anonima (Telefonica Moviles),Ecuador,740 00
9649202,USAOT,OTZ Telecommunications,United States,311 560
79902,"GUF01, GUFK9",Outremer Telecom,French Guiana,340 02
103601,"REUFM, REUOT",Outremer Telecom Reunion Island,Reunion,"647 03, 647 02"
17899,POLP4,P4,Poland,260 06
147701,"PYFK9, PYFVF",Pacific Mobile Telecom,French Southern Territories,547 15
18455,"PAKK7, PAKMK, PAKWA",Pakistan Mobile (Jazz/Mobilink/Warid),Pakistan,"410 07, 410 01"
85102,"PAKK8, PAKUF",Pak Telecom (Ufone),Pakistan,410 03
133601,PLW3G,Palau Mobile,Palau,552 88
18741,PLWPM,Palau National Comm Corp (PNCC),Palau,552 80
18575,"ISRK7, ISRPL",Pelephone,Israel,425 03
18615,"HK0PP, HKGPP",Peoples (China Mobile Hong Kong),Hong Kong,"454 12, 454 30, 454 13"
164302,USAOW,Phoenix Communications,United States,310 540
14449,USAPC,Pine Cellular,United States,311 080
12829,USANM,Plateau Wireless,United States,310 100
213702,"ALBK7, ALBM4",Plus Communications,Albania,276 04
202002,"PLWK8, PLWPC",PNCC Wireless,Palau,552 01
11531,"POLCP, POLK9, POLKM",Polkomtel,Poland,"260 12, 260 01"
141801,CYPPT,PrimeTel,Cyprus,280 20
554402,NLDPM,Private Mobility,Netherlands,204 24
17535,NLDPR,Prorail,Netherlands,204 21
166101,"USAPJ, USAPR",Proximiti ,United States,540 311
165601,PRIOM,PR Wireless,Puerto Rico,330 120
14166,"LUXK9, LUXPT",P&T,Luxembourg,270 01
201902,"GUMIW, MNPPT, USAGU",PTI Pacifica,Northern Mariana Islands,"310 032, 310 110"
80402,PRICL,Puerto Rico Telephone Company (Claro),Puerto Rico,"330 110, 330 011"
173702,"USAKZ, USAPU",Pulse Mobile,Guam,310 140
190202,GMBQC,QCell,Gambia,607 04
10449102,SLEQC,QCell Sierra Leone,Sierra Leone,619 07
18581,"QATK8, QATQT",Qtel (Qatar-Telecom),Qatar,427 01
12229,MEXTL,Radiomóvil Dipsa (Telcel),Mexico,334 020
16249102,JPNRM,Rakuten Mobile,Japan,440 11
142001,"ROM05, ROMK8",RCS & RDS,Romania,226 05
639802,"INDJ1, INDJ2, INDJ3, INDJ4, INDJ5, INDJ6, INDJ7, INDJ8, INDJ9, INDJL, INDJM, INDJN, INDJO, INDJP, INDJQ, INDJR, INDJS, INDJT, INDJU, INDJV, INDJW, INDJX, INDP1, INDP2, INDP3, INDP4, INDP5, INDP6, INDP7, INDP8, INDP9, INDPL, INDPM, INDPO, INDPP, INDPQ, INDPR, INDPS, INDPT, INDPU, INDPV, INDPX, INDPY, INDPZ",Reliance Jio Infocomm,India,"405 874, 405 870, 405 840, 405 854, 405 856, 405 871, 405 872, 405 873, 405 857, 405 858, 405 859, 405 860, 405 861, 405 862, 405 863, 405 864, 405 865, 405 866, 405 867, 405 868, 405 869, 405 855"
18421,"INDR0, INDR1, INDR2, INDR3, INDR4, INDR5, INDR6, INDR7, INDR8, INDRA, INDRB, INDRD, INDRG, INDRH, INDRK, INDRM, INDRN, INDRO, INDRP, INDRR, INDRT, INDRW",Reliance Telecom,India,"404 52, 404 50, 404 83, 404 18, 404 36, 404 09, 404 67, 404 85, 405 13, 405 06, 405 15, 405 05, 405 09, 405 01, 405 10, 405 20, 405 11, 405 22, 405 19, 405 18, 405 07, 405 21"
161601,"IRNK9, IRNST, IRNTT",Rightel,Iran,"432 01, 432 20"
12111,"CANMC, CANRM, CANRW, CG025, CG026, CG027",Rogers Wireless,Canada,"302 037, 302 820, 302 370, 302 720"
18463,"AFGK9, AFGTD",Roshan (TDAC),Afghanistan,412 20
16776,"RUS17, RUSUT",Rostelecom (Uralsvyazinform),Russian Federation,"250 17, 250 39"
86602,YEMSA,Sabafon,Yemen,421 01
18941,"KENK8, KENSA",Safaricom,Kenya,"639 01, 639 02"
18761,"SENK8, SENSG",Saga Africa Holding Limited,Senegal,608 02
151901,USANT,Sagebrush Cellular,United States,312 480
11534,"LIEK9, LIEVE",SALT (Orange Liechtenstein),Liechtenstein,295 02
151,"CHEK6, CHEOR",Salt Switzerland (Orange),Switzerland,"228 03, 228 60"
15298,SMOSM,San Marino Telecom,San Marino,292 01
196102,"CANK4, CANSM, CANST",SaskTel,Canada,"302 780, 302 750"
18795,"GHAN1, GHASC",Scancom (MTN),Ghana,620 01
19079,"HNDK8, HNDME",Servicios de Comunicaciones de Honduras (Claro),Honduras,708 001
18317,"ABWK9, ABWSE",Setar,Aruba,"362 78, 363 01"
1402,"F00F2, FRA09, FRAF2, FRAK4, FRAK9",SFR,France,"208 11, 208 13, 208 09, 208 08, 208 10"
170301,"AAZ24, AAZ27, AAZ29, AAZN1",Sierra Wireless,France,"208 24, 208 03, 240 20"
17975,"GEOGC, GEOK7",Silknet JSC (Geocell),Georgia,282 01
17913,"AAMK8, AAMOW, IS0PS, ISLK6, ISLK7, ISLOC, ISLPS, ISLTA",Siminn (On-Waves),Iceland,"274 12, 274 08, 274 01"
11571,,Simmetry Communications,United States,
18717,"SGPML, SGPST",SingTel,Singapore,"525 01, 525 02"
19163,"CHEK4, CHEOA",SITA OnAir Switzerland (OnMarine),Switzerland,901 15
18599,KORSK,SK Telecom,Korea (South),450 05
18593,"KGZ01, KGZK9",Sky Mobile (Beeline),Kyrgyzstan,437 01
646002,MNGSK,Skytel,Mongolia,428 01
6649102,"GBRK4, GBRKY",Sky UK Limited,United Kingdom,234 57
154002,USASO,SLO (San Luis Obispo Cellular),United States,311 260
14253,"SVKET, SVKK9",Slovak Telekom (T-Mobile),Slovak Republic,231 02
92402,"KHMK4, KHMK6, KHML1, KHMSM",Smart Axiata (Hello) ,Cambodia,"456 02, 456 05, 456 06"
18707,"PHLK6, PHLSR",Smart Communications,Philippines,515 03
18703,"IDNM8, IDNST",Smartfren (PT Mobile-8 Telekom),Indonesia,"510 28, 510 09"
18623,KHMSC,Smart Mobile,Cambodia,
18609,"HK0SM, HKGK5, HKGSM",SmarTone Hong Kong,Hong Kong,"454 06, 454 17, 454 15"
101601,"MACK9, MACSM",SmarTone Macau,Macau,455 00
1850302,NPLST,Smart Telecom,Nepal,429 04
556602,CHE01,SMS Relay,Switzerland,228 56
14446,JPNJP,Softbank (Vodafone JPhone),Japan,"440 20, 440 00, 440 05"
183702,"SLBK9, SLBSI",Solomon Telekom,Solomon Islands,540 01
18939,SOMSF,Somafone,Somalia,637 04
131801,SOMST,Somtel,Somalia,637 71
149,"FINTF, SF0FT, SF0TF",Sonera Mobile Operations,Finland,244 91
86902,"KHMK3, KHMST",Sotelco (Beeline),Cambodia,456 09
95902,"GIN02, GUI02",Sotelgui,Guinea,611 02
163801,"KHM3A, KHMK1",South East Asia Telecom ,Cambodia,456 11
18049302,USASL,Southern Linc,United States,312 720
18783,BENSP,Spacetel (Benin),Benin,616 03
107601,GNBSB,Spacetel Guinea Bissau (MTN),Guinea Bissau,632 02
18549,YEMSP,Spacetel (MTN),Yemen,421 02
642302,BLZSC,Speednet,Belize,702 69
189902,SPM01,SPM Telecom,Saint Pierre and Miquelon,"308 090, 308 01"
18215,"USA44, USANC, USASV",Sprint Nextel,United States,"311 882, 312 530, 316 010"
19055,"FRARE, REURE",SRR Réunion,Reunion,647 10
1849602,RUSKT,Standart,Russian Federation,250 34
18721,"SGPK8, SGPMM, SGPSH",StarHub Mobile,Singapore,"525 05, 525 08"
92602,"LAOAS, LAOK9", Stars Telecom (LAT),Laos,457 03
8049102,,Strata Networks,,
7649102,"USASN, USASS",Strata Networks (Uintah Basin),United States,"312 290, 312 430"
1849502,RUS33,STS,Russian Federation,250 33
125601,"SENEX, SENK7",Sudan Telecom Co. (Expresso),Senegal,608 03
131701,"SDNK8, SDNTL",Sudan Telecommunications (Sudatel),Sudan,634 07
19407,,SunCom Wireless Puerto Rico,Puerto Rico,
19409,,SunCom Wireless St Croix - St John - St Thomas,Virgin Islands (USA),
97,"CHEDX, CHEK7",Sunrise,Switzerland,228 02
17735,"AAM26, AAMK6, GB0GT, GBRG1, GBRGT, GBRK6",Sure Guernsey (Cable & Wireless Guernsey),Guernsey,234 55
111601,"SHNCW, SHNK9",Sure South Atlantic (Cable & Wireless),Ascension Island,658 01
175702,FLKCW,Sure South Atlantic Falkland Islands  (Cable & Wireless),Falkland Islands,750 001
137801,"UGAK6, UGASU",Sure Telecom,Uganda,641 18
163701,SVKSW,Swan,Slovak Republic,231 03
9449102,SWZ02,Swazi Mobile,Swaziland,653 02
19067,SWZMN,Swazi MTN,Swaziland,653 10
17665,"CH0C1, CHEC1",Swisscom,Switzerland,"228 54, 228 01"
1358,"LIE01, LIEC1, LIEFL",Swisscom (Switzerland),Liechtenstein,295 01
95802,SYR01,SyriaTel,Syria,417 01
193702,"SVNK7, SVNT2",T-2,Slovenia,293 64
96102,TJK91,Tacom (Beeline),Tadjikistan,436 05
18631,"TWNK6, TWNPC, TWNTA, TWNTM",Taiwan Mobile,Taiwan,"466 93, 466 97"
18627,"TWNK9, TWNTG",Taiwan Star Telecom (Vibo),Taiwan,466 89
96202,IRNRI,Taliya (Rafsanjan),Iran,432 32
95702,USAPE,Tampnet (Broadpoint),United States,311 170
1651902,"AAMT1, AAMT2",Tampnet - International Waters,United States,"242 099, 311 171"
111,"LUXN1, LUXTG",Tango Tele2,Luxembourg,270 77
135702,"BTNK8, BTNTC",TashiCell,Bhutan,402 77
167702,"INDT0, INDT1, INDT2, INDT3, INDT4, INDT5, INDT6, INDT7, INDT8, INDT9, INDTB, INDTD, INDTG, INDTH, INDTK, INDTM, INDTO, INDTP, INDTR, INDYY",Tata Docomo,India,"405 029, 405 041, 405 031, 405 037, 405 030, 405 039, 405 038, 405 044, 405 035, 405 042, 405 025, 405 034, 405 032, 405 027, 405 036, 405 043, 405 047, 405 045, 405 046"
199702,"TON01, TONK8",TCC,Tonga,539 01
18633,"TJK01, TJKIT, TJKK8, TJKK9",TCell,Tadjikistan,"436 01, 436 02"
18587,IRN11,TCI (MCI),Iran,432 11
556502,,Telafrica,South Africa,655 25
105601,USATA,TelAlaska Cellular,United States,311 740
97702,"NERK9, NERTL",Telcel (Atlantique Telecom Niger),Niger,614 03
18313,"ANTK9, ANTTC",Telcell,Netherlands Antilles,362 51
97802,"TGOK9, TGOTL",Telcel (Moov Togo),Togo,615 03
16764,HRVT2,Tele2,Croatia,219 02
117,"EE0RB, ESTRB",Tele2 Estonia,Estonia,248 03
123,LVABC,Tele2 Latvia,Latvia,247 02
125,LTU03,Tele2 Lithuania,Lithuania,246 03
528502,NLDT1,Tele2 Mobile,Netherlands,204 02
87102,"KAZ77, KAZK9",Tele2 (Neo),Kazakhstan,401 77
903,"RUSK1, RUST2",Tele2 Russia,Russian Federation,250 20
119,"S00IQ, SWEIQ, SWESM",Tele2 Sweden,Sweden,"240 24, 240 10, 240 07"
96302,CHET2,Tele2 Switzerland,Switzerland,228 08
98002,"CAF02, CAFK7",Telecel Centrafrique,Central African Republic,623 02
97902,BFATL,Telecel Faso,Burkina Faso,613 03
99702,,Telecel Gabon,Gabon,
18775,GIN03,Telecel Guinee,Guinea,611 03
194601,MLI03,Telecel Mali,Mali,610 03
98102,"ZWEK9, ZWEN3",Telecel Zimbabwe,Zimbabwe,648 03
1194501,TELA1,Telecom26 AG (International Waters),Switzerland,901 46
191202,"COKK9, COKTC",Telecom Cook Islands,Cook Islands,548 01
2449302,EGYTE,Telecom Egypt,Egypt,602 04
153,"ITAK9, ITASI",Telecom Italia (TIM),Italy,"222 01, 222 53, 222 49, 222 34"
1850002,ITAGT,Telecom Italia (TIM) Maritime,Italy,901 26
19021,"MDGK9, MDGTM",Telecom Malagasy (Telma),Madagascar,646 04
14083,"LIEMK, LIESO",Telecom (Mobilkom),Liechtenstein,"295 10, 295 05"
18817,"SURK7, SURTG",Telecommunications Company Suriname (Telesur),Suriname,746 02
194501,"MMRK7, MMRVG",Telecom Myanmar (Mytel),Myanmar,414 09
139702,"NZLK8, NZLTM",Telecom New Zealand,New Zealand,530 05
19101,"ARGK8, ARGK9, ARGTP, ARGVO",Telecom Personal,Argentina,"722 360, 722 368, 722 341, 722 361, 722 36, 722 34"
151701,"VUT01, VUTFT, VUTK8",Telecom Vanuatu Limited (TVL SMILE),Vanuatu,541 01
574602,,Teleena,Netherlands,204 07
147,"D00E1, D00E2, DEUE1, DEUE2, DEUO2",Telefonica Germany (EPlus & O2),Germany,"262 03, 262 07"
1410,"E00TE, ESPT2, ESPTE",Telefonica Moviles Spain,Spain,"214 07, 214 05"
19145,VENMS,Telefonica Moviles Venezuela,Venezuela,734 04
80702,SLVTS,Telefonica (Movistar El Salvador),El Salvador,"706 040, 706 004"
905,NICMS,Telefonica (Movistar Nicaragua),Nicaragua,"710 300, 710 030"
16780,"SVKK8, SVKO2",Telefónica O2,Slovak Republic,231 06
13031,"CZEET, CZEK8",Telefonica (O2) Czech Republic,Czech Republic,230 02
85402,"PRYK8, PRYTC",Telefónica Paraguay (Telecel),Paraguay,744 04
135802,"BOLK9, BOLTE",Telefonica (Telecel),Bolivia,736 03
18095,"GRLK9, GRLTG",Tele Greenland,Greenland,290 01
14085,"ALBAM, ALBK8",Telekom Albania (AMC),Albania,276 01
12909,"ROMCS, ROMK9",Telekom Romania (Cosmote),Romania,"226 06, 226 03"
12269,"K00IP, SVNK8, SVNMT",Telekom Slovenije (Mobitel),Slovenia,293 41
17633,"MNE03, YUGK8, YUGTS",Telekom Srbija,Serbia and Montenegro,220 03
80802,USANE,Telemetrix (Tracy - Convey),United States,310 740
80502,"SLVK8, SLVTM",Telemovil (Tigo),El Salvador,706 03
155701,"BELN1, BELTN",Telenet,Belgium,206 05
18019,BGRCM,Telenor (Globul),Bulgaria,284 05
17815,NORMC,Telenor Maritime (MCP),Norway,901 12
554302,"MMRK8, MMRTN",Telenor Myanmar,Myanmar,414 06
1406,"N00TM, NORTM",Telenor Norway,Norway,242 01
18457,"PAKK9, PAKTP",Telenor Pakistan,Pakistan,410 06
99,"H00H1, HUNH1, HUNK9",Telenor (Pannon),Hungary,216 01
17631,"MNEK7, MNEPM, YUGPM",Telenor (Promonte),Montenegro,297 01
17629,"YUGK7, YUGMT",Telenor (Serbia),Serbia and Montenegro,220 01
109,"DK0DM, DNKDM, DNKT2",Telenor (Sonofon),Denmark,"238 77, 238 02, 238 66"
113,"AAZTC, S00EP, SWECN, SWEEP, SWETG",Telenor Sweden,Sweden,"240 08, 240 06, 240 42, 901 29"
190002,SOM01,Telesom,Somalia,637 01
82002,BGDTT,Teletalk Bangladesh,Bangladesh,470 04
19075,"GTMK9, GTMSC, GTMTG",Telgua (Sercom - Claro),Guatemala,"704 001, 704 003"
17775,"S00TR, SWETR",Telia Company (Sonera),Sweden,"240 01, 240 05"
17741,"DK0IA, DK0MX, DNKIA, DNKMX",Telia Denmark,Denmark,238 20
17819,"LTUK8, LTUOM",Telia Lietuva (Omnitel),Lithuania,"246 91, 246 01"
945,"N00NC, NORK7, NORNC",Telia Norge (Netcom),Norway,242 02
178501,"PNGK7, PNGTM",Telikom,Papua New Guinea,537 02
135601,"ZAFJT, ZAFK8, ZAFOD, ZAFTM",Telkom,South Africa,"655 05, 655 02"
143601,TLSTC,Telkomcel,East Timor,514 01
94502,"KENK9, KENTK",Telkom Kenya (Orange Kenya),Kenya,"639 14, 639 07"
18697,IDNTS,Telkomsel,Indonesia,510 10
164402,"USAKS, USATL",Telna (Telecom North America Mobile),United States,310 840
137901,AUSXX,Telstra for billing only,,
13315,AUSTA,Telstra MobileNet,Australia,"505 01, 505 72, 505 71"
75802,"CANTE, CANTS",Telus,Canada,"302 221, 302 760, 302 220"
154202,USATN,TerreStar Networks,United States,311 620
164502,USAXT,Texas RSA,United States,310 950
19159,ARETH,Thuraya Telecom,United Arab Emirates,901 05
19177,,tiGO (Millicom Ghana),Ghana,
94102,"CODK8, CODSA",tiGO (Oasis),"Congo, The Democratic Republic of the",630 89
305702,"RWAK9, RWATG",Tigo Rwanda,Rwanda,"635 13, 635 017"
