kinesisstats.osDEvChargingType,Charger Type,Vehicle Diagnostics,EV,int_value,0,0,0,0,0,0,0
kinesisstats.osDEvHighCapacityBatteryMilliAmp,High Capacity Battery Current,Vehicle Diagnostics,EV,int_value,0,0,0,0,0,0,0
kinesisstats.osDEvHighCapacityBatteryMilliVolt,High Capacity Battery Voltage,Vehicle Diagnostics,EV,int_value,0,0,0,0,0,0,0
kinesisstats.osDEvHighCapacityBatteryStateOfHealthMilliPercent,Battery State of Health,Vehicle Diagnostics,EV,int_value,0,0,105000,0,0,0,0
kinesisstats.osDEvLastChargeAcWallEnergyConsumedWh,AC Wall Charger Energy Consumed,Vehicle Diagnostics,EV,int_value,0,0,0,0,0,0,0
kinesisstats.osDEvUsableStateOfChargeMilliPercent,State of Charge,Vehicle Diagnostics,EV,int_value,0,0,100000,0,0,0,0
kinesisstats.osDExhaustGasPressurePa,Exhaust Gas Pressure,Vehicle Diagnostics,General,int_value,2,-250000,251988.28125,0,0,0,0
kinesisstats.osDFuelConsumedGaseous,Fuel Consumed - Gaseous,Vehicle Diagnostics,Fuel,int_value,0,0,0,0,0,0,0
kinesisstats.osDFuelConsumptionRateMlPerHour,Fuel Consumption Rate,Vehicle Diagnostics,General,int_value,2,0,3875939970.4296002,0,0,0,0
kinesisstats.osDFuelDeliveryPressureKPa,Fuel Delivery Pressure,Vehicle Diagnostics,General,int_value,2,0,998,0,0,0,0
kinesisstats.osDFuelType,Type,Vehicle Diagnostics,Fuel,int_value,0,0,254.5,0,0,0,0
kinesisstats.osDHubServerDeviceHeartbeat,Firmware Build,Platform,General,proto_value.hub_server_device_heartbeat.connection.device_hello.build,0,0,0,0,0,0,0
kinesisstats.osDIntakeManifoldTemperatureMicroCelsius,Intake Manifold Temperature,Vehicle Diagnostics,General,int_value,2,-39500000,214500000,0,0,0,0
kinesisstats.osDJ1939CVWGrossCombinationVehicleWeightKilograms,Vehicle Weight,Vehicle Diagnostics,EcoDriving,int_value,0,0,655300,0,0,0,0
kinesisstats.osDJ1939ComponentId,J1939 Component ID,Vehicle Diagnostics,General,int_value,2,0,0,0,0,0,0
kinesisstats.osDJ1939D1Status,Maintenance - Heavy Duty Faults (DM1),Vehicle Diagnostics,Core Maintenance,int_value,0,0,0,0,0,0,0
kinesisstats.osDJ1939D2Status,Heavy Duty Faults (DM2),Vehicle Diagnostics,Core Maintenance,int_value,2,0,0,0,0,0,0
kinesisstats.osDLifetimeFuelConsumed,Lifetime Consumption,Vehicle Diagnostics,Fuel,int_value,0,0,0,0,0,0,0
kinesisstats.osDObdCableId,Diagnostic Cable,Vehicle Diagnostics,Property,int_value,0,0,0,0,0,0,0
kinesisstats.osDObdComplianceStandard,OBD Compliance Standard,Vehicle Diagnostics,General,int_value,2,0,0,0,0,0,0
kinesisstats.osDOdometer,Odometer,Vehicle Diagnostics,Compliance,int_value,0,1,691206266573.063,0,1000000,0,200
kinesisstats.osDPassengerDtcs,Light Duty Faults,Vehicle Diagnostics,Faults,int_value,1,0,0,0,0,0,0
kinesisstats.osDPhaseAACFreqMicroHertz,Phase ACC Frequency,Vehicle Diagnostics,General,int_value,2,0,501988281.25,0,0,0,0
kinesisstats.osDPhaseAAmpsRms,Phase A RMS,Vehicle Diagnostics,General,int_value,2,0,64254.5,0,0,0,0
kinesisstats.osDPhaseALLVolts,Phase ALL Voltage,Vehicle Diagnostics,General,int_value,2,0,64254.5,0,0,0,0
kinesisstats.osDPhaseALNVolts,Phase ALN Voltage,Vehicle Diagnostics,General,int_value,2,0,64254.5,0,0,0,0
kinesisstats.osDPhaseBAmpsRms,Phase B RMS,Vehicle Diagnostics,General,int_value,2,0,64254.5,0,0,0,0
kinesisstats.osDPhaseBLLVolts,Phase BLL Voltage,Vehicle Diagnostics,General,int_value,2,0,64254.5,0,0,0,0
kinesisstats.osDPhaseBLNVolts,Phase BLN Voltage,Vehicle Diagnostics,General,int_value,2,0,64254.5,0,0,0,0
kinesisstats.osDPhaseCAmpsRms,Phase C RMS,Integrations,Refridgeration,int_value,2,0,64254.5,0,0,0,0
kinesisstats.osDPhaseCLLVolts,Phase CLL Voltage,Vehicle Diagnostics,General,int_value,2,0,64254.5,0,0,0,0
kinesisstats.osDPhaseCLNVolts,Phase CLN Voltage,Vehicle Diagnostics,General,int_value,2,0,64254.5,0,0,0,0
kinesisstats.osDPowerFactorRatio,Power Factor Ratio,Vehicle Diagnostics,General,int_value,2,0,0,0,0,0,0
kinesisstats.osDPowerTakeoff,Power Takeoff,Vehicle Diagnostics,General,int_value,1,0,1.5,0,0,0,0
kinesisstats.osDReeferActiveZones,Active Zones,Integrations,Refridgeration,int_value,2,0,3,0,0,0,0
kinesisstats.osDReeferAlarms,Alarms,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferAmbientAirTempMilliC,Ambient Air Temperature,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferAttachedController,Controller Type,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferAttachedController,Thermoking IBOX Attached Controller,Integrations,Refridgeration,proto_value.reefer_attached_controller.thermo_king_ibox_attached_controller,2,0,24,0,0,0,0
kinesisstats.osDReeferBattVoltageMilliV,Battery Voltage,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferCommandMetadata,Metadata,Integrations,Debug,proto_value.reefer_command_metadata.reefer_command_type,2,0,12,0,0,0,0
kinesisstats.osDReeferDispRetAirTempMilliC,Display Air Temperature,Integrations,Refridgeration,int_value,2,-38000,70000,0,0,0,0
kinesisstats.osDReeferDoorOpen,Door Open,Integrations,Refridgeration,int_value,2,0,1,0,0,0,0
kinesisstats.osDReeferDoorOpenZone1,Door Open Zone 1,Integrations,Refridgeration,int_value,2,0,1,0,0,0,0
kinesisstats.osDReeferDoorOpenZone2,Door Open Zone 2,Integrations,Refridgeration,int_value,2,0,1,0,0,0,0
kinesisstats.osDReeferDoorOpenZone3,Door Open Zone 3,Integrations,Refridgeration,int_value,2,0,1,0,0,0,0
kinesisstats.osDReeferElectricHours,Electric Hours,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferEngineHours,Engine Hours,Integrations,Refridgeration,int_value,2,0,99999,0,0,0,0
kinesisstats.osDReeferEngineHoursZone2,Engine Hours Zone 2,Integrations,Refridgeration,int_value,2,0,99999,0,0,0,0
kinesisstats.osDReeferFuelLevelPercent,Fuel Level Percent,Integrations,Refridgeration,int_value,2,0,100,0,0,0,0
kinesisstats.osDReeferHeartbeat,Heartbeat,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferOnHours,On Hours,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferPowerStatus,Power Status,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferPretripStatus,Pretrip Status,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferPretripStatus,Carrier Status,Integrations,Refridgeration,proto_value.reefer_pretrip_status.carrier.overall_status,2,0,6,0,0,0,0
kinesisstats.osDReeferReturnAirTempMilliCZone2,Air Temperature Zone 2,Integrations,Refridgeration,int_value,2,-38000,70000,0,0,0,0
kinesisstats.osDReeferReturnAirTempMilliCZone3,Air Temperature Zone 3,Integrations,Refridgeration,int_value,2,-38000,70000,0,0,0,0
kinesisstats.osDReeferRoadHoursZone1,Road Engine Hours Zone 1,Integrations,Refridgeration,int_value,2,0,99999,0,0,0,0
kinesisstats.osDReeferRoadHoursZone2,Road Engine Hours Zone 2,Integrations,Refridgeration,int_value,2,0,99999,0,0,0,0
kinesisstats.osDReeferRunMode,Reefer Run Mode,Vehicle Diagnostics,General,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferState,State,Integrations,Refridgeration,int_value,2,0,3,0,0,0,0
kinesisstats.osDReeferStateZone1,State Zone 1,Integrations,Refridgeration,int_value,2,0,3,0,0,0,0
kinesisstats.osDReeferStateZone2,State Zone 2,Integrations,Refridgeration,int_value,2,0,3,0,0,0,0
kinesisstats.osDReeferStateZone3,State Zone 3,Integrations,Refridgeration,int_value,2,0,3,0,0,0,0
kinesisstats.osDReeferSupplyAirTempMilliC,Supplied Air Temperature,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferSupplyAirTempMilliCZone2,Supplied Air Temperature Zone 2,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDReeferSupplyAirTempMilliCZone3,Air Temperature Zone 3,Integrations,Refridgeration,int_value,2,0,0,0,0,0,0
kinesisstats.osDSaltSpreaderActualSpreadRateDryMilligramsPerMeter,Actual Dry Material Spread,Integrations,Material Spreaders,int_value,2,0,282000,0,0,0,0
kinesisstats.osDSaltSpreaderActualSpreadRatePrewetMillilitersPerMeter,Actual Prewet Material Spread,Integrations,Material Spreaders,int_value,2,0,282000,0,0,0,0
kinesisstats.osDSaltSpreaderActualSpreadRateWetMillilitersPerMeter,Actual Wet Spread Rate,Integrations,Material Spreaders,int_value,2,0,282000,0,0,0,0
kinesisstats.osDSaltSpreaderAirTempMilliC,Air Temperature,Integrations,Material Spreaders,int_value,2,-40000,40000,0,0,0,0
kinesisstats.osDSaltSpreaderGroundSpeedMilliknots,Ground Speed,Integrations,Material Spreaders,int_value,2,0,69518,0,0,0,0
kinesisstats.osDSaltSpreaderGroundTempMilliC,Ground Temperature,Integrations,Material Spreaders,int_value,1,-40000,40000,0,0,0,0
kinesisstats.osDSaltSpreaderMajorEvent,Major Event,Integrations,Material Spreaders,int_value,2,0,1,0,0,0,0
kinesisstats.osDSaltSpreaderQuantitySpreadDryMilligrams,Dry Material Spread,Integrations,Material Spreaders,int_value,2,0,999999999999,0,999999999999,0,0
kinesisstats.osDSaltSpreaderQuantitySpreadPrewetMilliliters,Prewet Material Spread,Integrations,Material Spreaders,int_value,2,0,999999999999,0,999999999999,0,0
kinesisstats.osDSaltSpreaderQuantitySpreadWetMilliliters,Wet Material Spread,Integrations,Material Spreaders,int_value,2,0,999999999999,0,999999999999,0,0
kinesisstats.osDSaltSpreaderSpreadRateDryMilligramsPerMeter,Dry Material Spread,Integrations,Material Spreaders,int_value,2,0,282000,0,0,0,0
kinesisstats.osDSaltSpreaderSpreadRatePrewetLitersPerTonne,Prewet Material Spread,Integrations,Material Spreaders,int_value,1,0,282000,0,0,0,0
kinesisstats.osDSaltSpreaderSpreadRatePrewetMillilitersPerMeter,Prewet Material Spread,Integrations,Material Spreaders,int_value,2,0,282000,0,0,0,0
kinesisstats.osDSaltSpreaderSpreadRateWetMillilitersPerMeter,Wet Spread Rate,Integrations,Material Spreaders,int_value,1,0,282000,0,0,0,0
kinesisstats.osDSaltSpreaderState,Spreading State,Integrations,Material Spreaders,int_value,2,0,2,0,0,0,0
kinesisstats.osDSaltSpreaderType,Material Spreader Type,Integrations,Material Spreaders,int_value,1,0,0,0,0,0,0
kinesisstats.osDSeatbeltDriver,Seatbelt Driver,Vehicle Diagnostics,Safety,int_value,1,0,2,0,0,0,0
kinesisstats.osDSetPointTempMilliC,Set Point Temperature,Integrations,Refridgeration,int_value,2,-30000,30000,0,0,0,0
kinesisstats.osDSetPointTempMilliCZone2,Set Point Temperature Zone 2,Integrations,Refridgeration,int_value,2,-30000,30000,0,0,0,0
kinesisstats.osDSetPointTempMilliCZone3,Set Point Temperature Zone 3,Integrations,Refridgeration,int_value,2,-30000,30000,0,0,0,0
kinesisstats.osDSmogCheckResults,Smog Check Results,Vehicle Diagnostics,General,int_value,2,0,0,0,0,0,0
kinesisstats.osDTachographDownloadError,Download Error,Vehicle Diagnostics,EU Compliance,int_value,1,0,0,0,0,0,0
kinesisstats.osDTachographDriverInfo,Driver Info,Vehicle Diagnostics,EU Compliance,int_value,2,0,0,0,0,0,0
kinesisstats.osDTachographDriverState,Driver State,Vehicle Diagnostics,EU Compliance,int_value,2,0,0,0,0,0,0
kinesisstats.osDTachographVUDownload,VU Download,Vehicle Diagnostics,EU Compliance,int_value,1,0,0,0,0,0,0
kinesisstats.osDTellTaleStatus,Tell Tale Status,Vehicle Diagnostics,Faults,int_value,2,0,0,0,0,0,0
kinesisstats.osDTorquePercent,Torque Percent,Vehicle Diagnostics,General,int_value,2,-125.5,125.5,0,0,0,0
kinesisstats.osDTotalApparentPowerVoltAmpere,Total Apparent Power,Vehicle Diagnostics,General,int_value,2,-2000000000,2211081214.5,0,0,0,0
kinesisstats.osDTotalPowerkW,Total Power,Vehicle Diagnostics,General,int_value,2,0,32127.25,0,0,0,0
kinesisstats.osDTotalReactivePowerVoltAmpereReactive,Total Reactive Power,Vehicle Diagnostics,General,int_value,2,-2000000000,2211081214.5,0,0,0,0
kinesisstats.osDTotalRealPowerWatt,Total Real Power,Vehicle Diagnostics,General,int_value,2,-2000000000,2211081214.5,0,0,0,0
kinesisstats.osDTotalkWHExported,Total KWH Exported,Vehicle Diagnostics,General,int_value,2,0,4211081214.5,0,0,0,0
kinesisstats.osDVehicleCurrentGear,Current Gear Selected,Vehicle Diagnostics,General,int_value,2,-125,126.5,0,0,0,0
kinesisstats.osDVin,VIN,Vehicle Diagnostics,Compliance,proto_value.vin_event.vin,0,0,0,0,0,0,0
